Key,Type,Severity,Component,Line,Message,Effort,RuleName,HowToFix,Tags
c6c38f65-df96-4a83-b70b-1fccd50d0ff6,CODE_SMELL,MAJOR,strategic-learning-unified-theatre:scripts/check-sonar-readiness.mjs,42,"Prefer using an optional chain expression instead, as it's more concise and easier to read.",5min,"Optional chaining should be preferred","",""
f07b79b8-9eb9-484d-934f-f232ea80cce1,CODE_SMELL,MAJOR,strategic-learning-unified-theatre:scripts/check-sonar-readiness.mjs,44,"Prefer using an optional chain expression instead, as it's more concise and easier to read.",5min,"Optional chaining should be preferred","",""
9092ccfd-7f0f-4977-abc5-e624661ebf41,CODE_SMELL,MAJOR,strategic-learning-unified-theatre:scripts/check-sonar-readiness.mjs,85,"Prefer using an optional chain expression instead, as it's more concise and easier to read.",5min,"Optional chaining should be preferred","",""
3389eabb-e5c8-447f-80bf-c2534bdcfecb,CODE_SMELL,MAJOR,strategic-learning-unified-theatre:scripts/check-sonar-readiness.mjs,91,"Prefer top-level await over an async function `main` call.",5min,"Top-level await should be preferred over wrapped async operations","",""
8a407fa4-c7d2-4d92-9618-79baaa34167e,CODE_SMELL,MINOR,strategic-learning-unified-theatre:scripts/reconcile-hotspot-register.mjs,1,"Prefer `node:fs/promises` over `fs/promises`.",5min,"Node.js built-in modules should be imported using the ""node:"" protocol","",""
2e5b2ac2-57cb-4576-8200-c9fb8da3ec87,CODE_SMELL,MAJOR,strategic-learning-unified-theatre:scripts/reconcile-hotspot-register.mjs,69,"Prefer using an optional chain expression instead, as it's more concise and easier to read.",5min,"Optional chaining should be preferred","",""
a9617656-4b88-4f83-bfe2-af98fc743bc8,CODE_SMELL,MAJOR,strategic-learning-unified-theatre:scripts/reconcile-hotspot-register.mjs,75,"Prefer top-level await over an async function `main` call.",5min,"Top-level await should be preferred over wrapped async operations","",""
33b2ef09-a07b-4e77-8f56-4fd472263158,CODE_SMELL,MAJOR,strategic-learning-unified-theatre:scripts/validate-governance-config.mjs,132,"Prefer top-level await over using a promise chain.",5min,"Top-level await should be preferred over wrapped async operations","",""
10542293-cba5-4942-9eb2-9f2b463535d6,CODE_SMELL,MINOR,strategic-learning-unified-theatre:scripts/validate-waivers.mjs,1,"Prefer `node:fs/promises` over `fs/promises`.",5min,"Node.js built-in modules should be imported using the ""node:"" protocol","",""
49831b2c-a72c-465e-86ac-8854d7c244ea,CODE_SMELL,MAJOR,strategic-learning-unified-theatre:scripts/validate-waivers.mjs,55,"Prefer using an optional chain expression instead, as it's more concise and easier to read.",5min,"Optional chaining should be preferred","",""
fa628c83-53f8-411f-9c0a-c2dcfc389791,CODE_SMELL,MAJOR,strategic-learning-unified-theatre:scripts/validate-waivers.mjs,79,"Prefer top-level await over an async function `main` call.",5min,"Top-level await should be preferred over wrapped async operations","",""
aaa7d389-f5e6-40e8-b1f6-255294975c7d,CODE_SMELL,MINOR,strategic-learning-unified-theatre:src/browser-bridge.js,40,"Pass a message to the `Error` constructor.",5min,"Built-in error objects should have meaningful messages","",""
1888e8fb-9111-4795-b032-461a009104d6,CODE_SMELL,MINOR,strategic-learning-unified-theatre:src/browser-bridge.js,235,"'(params?: string | { abort?: boolean; precision?: number; offset?: boolean; local?: boolean; error?: string | $ZodErrorMap<$ZodIssueInvalidStringFormat>; message?: string; }): ZodString' is deprecated.",15min,"Deprecated APIs should not be used","",""
11bcbd71-9ce9-4ac2-b034-bbd202275c3b,CODE_SMELL,MINOR,strategic-learning-unified-theatre:src/browser-bridge.js,292,"Handle this exception or don't catch it at all.",1h,"Exceptions should not be ignored","",""
f7eb5637-5c86-4053-a644-7a4151b487c8,CODE_SMELL,CRITICAL,strategic-learning-unified-theatre:src/browser-bridge.js,297,"Refactor this function to reduce its Cognitive Complexity from 16 to the 15 allowed.",6min,"Cognitive Complexity of functions should not be too high","",""
a69a138a-7721-48ac-ac8f-634da9357968,CODE_SMELL,MAJOR,strategic-learning-unified-theatre:src/browser-bridge.js,321,"Prefer using an optional chain expression instead, as it's more concise and easier to read.",5min,"Optional chaining should be preferred","",""
c3d7b976-f474-4583-bc31-33f2f27dacb0,CODE_SMELL,MAJOR,strategic-learning-unified-theatre:src/browser-bridge.js,331,"Prefer using an optional chain expression instead, as it's more concise and easier to read.",5min,"Optional chaining should be preferred","",""
bf67a98b-a741-4ee1-afe4-3a4b293497a3,CODE_SMELL,MINOR,strategic-learning-unified-theatre:src/browser-bridge.js,637,"Prefer `String#replaceAll()` over `String#replace()`.",5min,"Strings should use ""replaceAll()"" instead of ""replace()"" with global regex","",""
1281395e-5417-43bc-b512-0b528cc76d59,CODE_SMELL,MINOR,strategic-learning-unified-theatre:src/browser-bridge.js,945,"Use `export…from` to re-export `parseFrontmatter`.",5min,"Re-exports should use ""export...from"" syntax","",""
b8419fe7-bf62-47b3-83b3-320d8c349d64,CODE_SMELL,MAJOR,strategic-learning-unified-theatre:src/local-llm.js,100,"Extract this nested ternary operation into an independent statement.",5min,"Ternary operators should not be nested","",""
1f29cffd-c676-4737-9d71-98af009a7a74,CODE_SMELL,MAJOR,strategic-learning-unified-theatre:src/local-llm.js,103,"Extract this nested ternary operation into an independent statement.",5min,"Ternary operators should not be nested","",""
d6337352-cbc9-4408-8445-637dab9478bd,CODE_SMELL,MINOR,strategic-learning-unified-theatre:tests/browser-bridge.test.js,9,"Remove this unused import of 'savePromptLibrary'.",1min,"Unnecessary imports should be removed","",""
2c08947f-9e76-4c03-bcd8-060344ec3d6d,CODE_SMELL,MINOR,strategic-learning-unified-theatre:tests/browser-bridge.test.js,697,"Remove the declaration of the unused 'mistakes' variable.",5min,"Unused local variables and functions should be removed","",""
318cc1f6-645c-4fe5-ad50-ee40ce4b569e,CODE_SMELL,MAJOR,strategic-learning-unified-theatre:tests/browser-bridge.test.js,697,"Remove this useless assignment to variable ""mistakes"".",1min,"Unused assignments should be removed","",""
021ca8a6-a000-4e2a-9a0e-80683e8d5ac3,CODE_SMELL,CRITICAL,strategic-learning-unified-theatre:tests/browser-bridge.test.js,940,"Refactor this code to not nest functions more than 4 levels deep.",20min,"Functions should not be nested too deeply","",""
e4e6df20-d97a-4a90-b3c0-0f45c49086f9,CODE_SMELL,CRITICAL,strategic-learning-unified-theatre:tests/browser-bridge.test.js,941,"Refactor this code to not nest functions more than 4 levels deep.",20min,"Functions should not be nested too deeply","",""
05df8261-8f22-4a56-b865-36cfdf1fbf69,CODE_SMELL,CRITICAL,strategic-learning-unified-theatre:tests/browser-bridge.test.js,942,"Refactor this code to not nest functions more than 4 levels deep.",20min,"Functions should not be nested too deeply","",""
4b5a4a30-acbe-4fc9-8e8a-89f15e853257,CODE_SMELL,CRITICAL,strategic-learning-unified-theatre:tests/browser-bridge.test.js,946,"Refactor this code to not nest functions more than 4 levels deep.",20min,"Functions should not be nested too deeply","",""
c75a7913-034a-45b1-84d7-fe347a3c5f8e,CODE_SMELL,CRITICAL,strategic-learning-unified-theatre:tests/browser-bridge.test.js,957,"Refactor this code to not nest functions more than 4 levels deep.",20min,"Functions should not be nested too deeply","",""
40ce38d5-c96b-46bb-b3bb-879a918e61b3,CODE_SMELL,CRITICAL,strategic-learning-unified-theatre:tests/browser-bridge.test.js,958,"Refactor this code to not nest functions more than 4 levels deep.",20min,"Functions should not be nested too deeply","",""
103249be-6480-4d83-9a59-c9eb99dcf706,CODE_SMELL,CRITICAL,strategic-learning-unified-theatre:tests/browser-bridge.test.js,959,"Refactor this code to not nest functions more than 4 levels deep.",20min,"Functions should not be nested too deeply","",""
970b4521-0bd2-4ef4-8dee-53e8a1ce7b2c,CODE_SMELL,CRITICAL,strategic-learning-unified-theatre:tests/browser-bridge.test.js,963,"Refactor this code to not nest functions more than 4 levels deep.",20min,"Functions should not be nested too deeply","",""
e7a112c2-cbd2-4edd-b31b-7660d2a209db,CODE_SMELL,CRITICAL,strategic-learning-unified-theatre:tests/browser-bridge.test.js,1092,"Refactor this code to not nest functions more than 4 levels deep.",20min,"Functions should not be nested too deeply","",""
4dd89c0e-56fd-4e7a-9759-2cf7329a2b39,CODE_SMELL,CRITICAL,strategic-learning-unified-theatre:tests/browser-bridge.test.js,1093,"Refactor this code to not nest functions more than 4 levels deep.",20min,"Functions should not be nested too deeply","",""
a98ff7f8-1a7a-4649-b266-fc6533336072,CODE_SMELL,CRITICAL,strategic-learning-unified-theatre:tests/browser-bridge.test.js,1094,"Refactor this code to not nest functions more than 4 levels deep.",20min,"Functions should not be nested too deeply","",""
dbf8481c-88a2-45a3-8c93-0f701be49c87,CODE_SMELL,CRITICAL,strategic-learning-unified-theatre:tests/browser-bridge.test.js,1098,"Refactor this code to not nest functions more than 4 levels deep.",20min,"Functions should not be nested too deeply","",""
35888ffc-cb42-4852-a1ef-87b5ae00b82d,CODE_SMELL,CRITICAL,strategic-learning-unified-theatre:tests/browser-bridge.test.js,1109,"Refactor this code to not nest functions more than 4 levels deep.",20min,"Functions should not be nested too deeply","",""
ea4e143c-0adf-4f61-995b-cc663145afff,CODE_SMELL,CRITICAL,strategic-learning-unified-theatre:tests/browser-bridge.test.js,1110,"Refactor this code to not nest functions more than 4 levels deep.",20min,"Functions should not be nested too deeply","",""
e89893be-f1ab-4dd9-8d49-13142fd254f2,CODE_SMELL,CRITICAL,strategic-learning-unified-theatre:tests/browser-bridge.test.js,1111,"Refactor this code to not nest functions more than 4 levels deep.",20min,"Functions should not be nested too deeply","",""
f000506b-9a69-4005-a5d8-61805b17c3b3,CODE_SMELL,CRITICAL,strategic-learning-unified-theatre:tests/browser-bridge.test.js,1115,"Refactor this code to not nest functions more than 4 levels deep.",20min,"Functions should not be nested too deeply","",""
03663922-4aee-424c-833c-cf3482eedec7,CODE_SMELL,MINOR,strategic-learning-unified-theatre:BC2-INTEGRATION-GUIDE.js,9,"Remove this unused import of 'existsSync'.",1min,"Unnecessary imports should be removed","",""
414a15f4-ea0a-4a31-bb11-e340a1bc8b71,CODE_SMELL,MINOR,strategic-learning-unified-theatre:renderer/App.jsx,12,"Remove this unused import of 'BrowserAutomation'.",1min,"Unnecessary imports should be removed","",""
ed83d52c-67a3-4330-b400-35d4da5ce524,CODE_SMELL,MINOR,strategic-learning-unified-theatre:renderer/App.jsx,119,"Prefer `globalThis` over `window`.",2min,"Use ""globalThis"" instead of ""window"", ""self"", or ""global""","",""
ba139329-7829-4a18-acac-5fede0bd900f,CODE_SMELL,MINOR,strategic-learning-unified-theatre:renderer/App.jsx,120,"Prefer `globalThis` over `window`.",2min,"Use ""globalThis"" instead of ""window"", ""self"", or ""global""","",""
df1a890a-ef56-4ef3-8348-8cf2bdfc6419,CODE_SMELL,MINOR,strategic-learning-unified-theatre:renderer/App.jsx,227,"Prefer `globalThis` over `window`.",2min,"Use ""globalThis"" instead of ""window"", ""self"", or ""global""","",""
a1d6e726-947a-4336-bfd7-dd55c5cd3788,CODE_SMELL,MINOR,strategic-learning-unified-theatre:renderer/App.jsx,233,"Prefer `globalThis` over `window`.",2min,"Use ""globalThis"" instead of ""window"", ""self"", or ""global""","",""
afd52659-dfdd-45d6-84e0-6594cf4d5c06,CODE_SMELL,MAJOR,strategic-learning-unified-theatre:renderer/App.jsx,238,"Prefer using an optional chain expression instead, as it's more concise and easier to read.",5min,"Optional chaining should be preferred","",""
46b6f288-7b17-4061-9891-db2aead21d89,CODE_SMELL,MINOR,strategic-learning-unified-theatre:renderer/App.jsx,246,"Prefer `globalThis` over `window`.",2min,"Use ""globalThis"" instead of ""window"", ""self"", or ""global""","",""
d36f9b66-3fa9-4586-95a3-d6505e8060bd,CODE_SMELL,MINOR,strategic-learning-unified-theatre:renderer/App.jsx,247,"Prefer `globalThis` over `window`.",2min,"Use ""globalThis"" instead of ""window"", ""self"", or ""global""","",""
c209b076-3ebc-4831-8348-89526bc875ec,CODE_SMELL,MINOR,strategic-learning-unified-theatre:renderer/App.jsx,270,"Prefer `globalThis` over `window`.",2min,"Use ""globalThis"" instead of ""window"", ""self"", or ""global""","",""
91be6af2-3664-42a2-b736-76498d289241,CODE_SMELL,MINOR,strategic-learning-unified-theatre:renderer/App.jsx,271,"Prefer `globalThis` over `window`.",2min,"Use ""globalThis"" instead of ""window"", ""self"", or ""global""","",""
54225537-6e9b-44a6-835c-07919d151797,CODE_SMELL,MINOR,strategic-learning-unified-theatre:renderer/App.jsx,277,"Prefer `globalThis` over `window`.",2min,"Use ""globalThis"" instead of ""window"", ""self"", or ""global""","",""
859473b6-0042-4d00-b36f-2e4432bd51b6,CODE_SMELL,MINOR,strategic-learning-unified-theatre:renderer/BrowserPanel.jsx,26,"Remove the declaration of the unused 'browserUrl' variable.",5min,"Unused local variables and functions should be removed","",""
a3e6a5ea-770d-4f6b-ba5f-f53826bcaa3e,CODE_SMELL,MAJOR,strategic-learning-unified-theatre:renderer/BrowserPanel.jsx,26,"Remove this useless assignment to variable ""browserUrl"".",1min,"Unused assignments should be removed","",""
c0903963-a341-4d9a-af8e-989a12817efd,CODE_SMELL,MINOR,strategic-learning-unified-theatre:renderer/BrowserPanel.jsx,37,"Prefer `globalThis` over `window`.",2min,"Use ""globalThis"" instead of ""window"", ""self"", or ""global""","",""
a1904aa9-af3b-4d74-bd79-a6319a01d1cd,CODE_SMELL,MINOR,strategic-learning-unified-theatre:renderer/BrowserPanel.jsx,59,"Prefer `globalThis` over `window`.",2min,"Use ""globalThis"" instead of ""window"", ""self"", or ""global""","",""
2e3c317d-499b-4736-9dd3-7d039c1aa8b2,CODE_SMELL,MINOR,strategic-learning-unified-theatre:renderer/BrowserPanel.jsx,79,"Prefer `globalThis` over `window`.",2min,"Use ""globalThis"" instead of ""window"", ""self"", or ""global""","",""
f768afc4-fe29-40f1-aabd-decee77e277c,CODE_SMELL,MINOR,strategic-learning-unified-theatre:renderer/components/Sidebar.jsx,199,"Prefer `globalThis` over `window`.",2min,"Use ""globalThis"" instead of ""window"", ""self"", or ""global""","",""
d2aafca6-9cda-428f-8454-effd325e5621,CODE_SMELL,MAJOR,strategic-learning-unified-theatre:renderer/components/Sidebar.jsx,406,"Extract this nested ternary operation into an independent statement.",5min,"Ternary operators should not be nested","",""
f64829dd-d2e3-4fb8-90f1-4b85427c093e,CODE_SMELL,MAJOR,strategic-learning-unified-theatre:renderer/components/Sidebar.jsx,488,"Extract this nested ternary operation into an independent statement.",5min,"Ternary operators should not be nested","",""
3eff41d5-cd51-446c-9429-242e8e842d21,CODE_SMELL,MAJOR,strategic-learning-unified-theatre:renderer/screens/Accounts.jsx,23,"Extract this nested ternary operation into an independent statement.",5min,"Ternary operators should not be nested","",""
bb927ce8-b3fe-4fbb-af6e-f928be95cadd,CODE_SMELL,MINOR,strategic-learning-unified-theatre:renderer/screens/Accounts.jsx,52,"Prefer `globalThis` over `window`.",2min,"Use ""globalThis"" instead of ""window"", ""self"", or ""global""","",""
f5f6805e-a1b1-4dd1-a42c-5cb0d8190a52,CODE_SMELL,MINOR,strategic-learning-unified-theatre:renderer/screens/Accounts.jsx,63,"Prefer `globalThis` over `window`.",2min,"Use ""globalThis"" instead of ""window"", ""self"", or ""global""","",""
e1431665-2daa-4180-97a5-f324140e755e,CODE_SMELL,MINOR,strategic-learning-unified-theatre:renderer/screens/Accounts.jsx,71,"Prefer `globalThis` over `window`.",2min,"Use ""globalThis"" instead of ""window"", ""self"", or ""global""","",""
2236423c-f0f6-456c-b98d-ececab1435a7,CODE_SMELL,MAJOR,strategic-learning-unified-theatre:renderer/screens/Accounts.jsx,90,"Prefer using an optional chain expression instead, as it's more concise and easier to read.",5min,"Optional chaining should be preferred","",""
79f84b4f-cb2f-47d2-bba5-47292ac8b0db,CODE_SMELL,MINOR,strategic-learning-unified-theatre:renderer/screens/Accounts.jsx,92,"Prefer `globalThis` over `window`.",2min,"Use ""globalThis"" instead of ""window"", ""self"", or ""global""","",""
27c4669c-f8b9-433f-a812-151de3de7ba1,CODE_SMELL,MINOR,strategic-learning-unified-theatre:renderer/screens/Accounts.jsx,99,"Prefer `globalThis` over `window`.",2min,"Use ""globalThis"" instead of ""window"", ""self"", or ""global""","",""
308f9846-5a5e-4da4-b99c-f63c44031620,CODE_SMELL,MINOR,strategic-learning-unified-theatre:renderer/screens/Accounts.jsx,101,"Prefer `globalThis` over `window`.",2min,"Use ""globalThis"" instead of ""window"", ""self"", or ""global""","",""
6aaaaca7-3e28-4344-ad4e-08cb6a41205d,CODE_SMELL,MAJOR,strategic-learning-unified-theatre:renderer/screens/Accounts.jsx,138,"Refactor this code to not use nested template literals.",10min,"Template literals should not be nested","",""
2975649f-db06-42ca-b62c-3155a3d73f1d,CODE_SMELL,MINOR,strategic-learning-unified-theatre:renderer/screens/Accounts.jsx,145,"Prefer `globalThis` over `window`.",2min,"Use ""globalThis"" instead of ""window"", ""self"", or ""global""","",""
48ebcfec-a009-4dde-8330-36a3266978dd,CODE_SMELL,MAJOR,strategic-learning-unified-theatre:renderer/screens/Accounts.jsx,312,"A form label must be associated with a control.",5min,"Label elements should have a text label and an associated control","",""
92d43cc4-0dda-4746-9d31-51364b1ebb75,CODE_SMELL,MAJOR,strategic-learning-unified-theatre:renderer/screens/Accounts.jsx,417,"A form label must be associated with a control.",5min,"Label elements should have a text label and an associated control","",""
265ee75c-bd7f-4f5b-8f5f-ff35ff0ef8a4,CODE_SMELL,MAJOR,strategic-learning-unified-theatre:renderer/screens/Accounts.jsx,503,"A form label must be associated with a control.",5min,"Label elements should have a text label and an associated control","",""
4c85ea0e-7f9d-48af-b304-662e14ddaac0,CODE_SMELL,MAJOR,strategic-learning-unified-theatre:renderer/screens/Accounts.jsx,547,"Extract this nested ternary operation into an independent statement.",5min,"Ternary operators should not be nested","",""
c5fdb4fc-1fab-4aad-bcea-689aa983cbb3,CODE_SMELL,MAJOR,strategic-learning-unified-theatre:renderer/screens/Accounts.jsx,632,"Anchor used as a button. Anchors are primarily expected to navigate. Use the button element instead.",5min,"Anchor tags should not be used as buttons","",""
f3a6dccc-0d4f-48a9-ac65-2123742fb216,CODE_SMELL,MINOR,strategic-learning-unified-theatre:renderer/screens/BrowserAutomation.jsx,26,"Prefer `globalThis` over `window`.",2min,"Use ""globalThis"" instead of ""window"", ""self"", or ""global""","",""
892fdace-22c8-46c1-b54c-8a706d1eada5,CODE_SMELL,MINOR,strategic-learning-unified-theatre:renderer/screens/BrowserAutomation.jsx,45,"Prefer `globalThis` over `window`.",2min,"Use ""globalThis"" instead of ""window"", ""self"", or ""global""","",""
7e90e871-1ce8-4fa0-b2a8-1635182748e9,CODE_SMELL,MINOR,strategic-learning-unified-theatre:renderer/screens/BrowserAutomation.jsx,65,"Prefer `globalThis` over `window`.",2min,"Use ""globalThis"" instead of ""window"", ""self"", or ""global""","",""
fb24420a-4704-4378-8a49-2cebf799260d,CODE_SMELL,MINOR,strategic-learning-unified-theatre:renderer/screens/PromptTemplates.jsx,15,"Prefer `globalThis` over `window`.",2min,"Use ""globalThis"" instead of ""window"", ""self"", or ""global""","",""
afa171a9-2c6d-4518-bb4e-cfcabd0a697b,CODE_SMELL,MINOR,strategic-learning-unified-theatre:renderer/screens/PromptTemplates.jsx,55,"Prefer `globalThis` over `window`.",2min,"Use ""globalThis"" instead of ""window"", ""self"", or ""global""","",""
086a0b87-e8b3-428a-8184-794c627e5da2,CODE_SMELL,MINOR,strategic-learning-unified-theatre:renderer/screens/PromptTemplates.jsx,61,"Prefer `globalThis` over `window`.",2min,"Use ""globalThis"" instead of ""window"", ""self"", or ""global""","",""
2674a347-d291-4e16-ac13-3522f588dc17,CODE_SMELL,MINOR,strategic-learning-unified-theatre:renderer/screens/PromptTemplates.jsx,78,"Prefer `globalThis` over `window`.",2min,"Use ""globalThis"" instead of ""window"", ""self"", or ""global""","",""
f71b72af-1721-4f0c-8d3f-a8530a2a5d1d,CODE_SMELL,MINOR,strategic-learning-unified-theatre:renderer/screens/PromptTemplates.jsx,81,"Prefer `globalThis` over `window`.",2min,"Use ""globalThis"" instead of ""window"", ""self"", or ""global""","",""
c16dfeb9-bf43-4e2e-8037-2b91f823da68,CODE_SMELL,MAJOR,strategic-learning-unified-theatre:renderer/screens/PromptTemplates.jsx,146,"Extract this nested ternary operation into an independent statement.",5min,"Ternary operators should not be nested","",""
fb2bd156-c17c-4559-b6b8-5929f7f6fd63,CODE_SMELL,MINOR,strategic-learning-unified-theatre:scripts/plugin_test_runner.mjs,4,"Remove this unused import of 'pathToFileURL'.",1min,"Unnecessary imports should be removed","",""
76be43eb-8af6-421e-aee4-692172727b2a,CODE_SMELL,CRITICAL,strategic-learning-unified-theatre:src/accounts/health.js,97,"Refactor this function to reduce its Cognitive Complexity from 38 to the 15 allowed.",28min,"Cognitive Complexity of functions should not be too high","",""
6fb36fb0-3da8-4360-ac24-7b0c6bbe3fae,CODE_SMELL,MAJOR,strategic-learning-unified-theatre:src/commands/ai.js,65,"Refactor this code to not use nested template literals.",10min,"Template literals should not be nested","",""
dbdf041d-8ac4-4faf-97e2-7419270f26ce,CODE_SMELL,MINOR,strategic-learning-unified-theatre:src/daemon/daemonStatus.js,36,"Handle this exception or don't catch it at all.",1h,"Exceptions should not be ignored","",""
6c8268e4-bf0c-4669-a3b0-18aadb3c9786,CODE_SMELL,MINOR,strategic-learning-unified-theatre:src/system/systemHealth.js,26,"Use `.includes()` instead of `.some()` when checking value existence.",5min,"Existence checks should use "".includes()"" instead of "".indexOf()"" or "".lastIndexOf()""","",""
c64863e1-3987-4538-9fc5-3b66f129f192,CODE_SMELL,MINOR,strategic-learning-unified-theatre:src/system/systemHealth.js,27,"Use `.includes()` instead of `.some()` when checking value existence.",5min,"Existence checks should use "".includes()"" instead of "".indexOf()"" or "".lastIndexOf()""","",""
2f3672fc-5fed-4175-99c3-af668c56f5a5,CODE_SMELL,MAJOR,strategic-learning-unified-theatre:src/system/systemHealth.js,85,"Prefer using an optional chain expression instead, as it's more concise and easier to read.",5min,"Optional chaining should be preferred","",""
bf2e0544-e8ad-4fff-949a-3f89bd945201,CODE_SMELL,MINOR,strategic-learning-unified-theatre:test-bc2-diagnostics.js,7,"Remove this unused import of 'execSync'.",1min,"Unnecessary imports should be removed","",""
ca2457ed-811d-4bad-8491-e46632df8888,CODE_SMELL,MAJOR,strategic-learning-unified-theatre:electron-ui/ipc/handlers.cjs,80,"Refactor this code to not use nested template literals.",10min,"Template literals should not be nested","",""
1bc534ea-8339-4c76-a692-9e60b674d2ad,CODE_SMELL,MAJOR,strategic-learning-unified-theatre:electron-ui/ipc/handlers.cjs,91,"Refactor this code to not use nested template literals.",10min,"Template literals should not be nested","",""
6a4c95b3-8c77-4114-9ea8-e533a1febf69,CODE_SMELL,MINOR,strategic-learning-unified-theatre:electron-ui/ipc/handlers.cjs,434,"Handle this exception or don't catch it at all.",1h,"Exceptions should not be ignored","",""
a5966f29-b190-4bd6-a613-5311446864f4,CODE_SMELL,MINOR,strategic-learning-unified-theatre:renderer/Logs.jsx,12,"Prefer `globalThis` over `window`.",2min,"Use ""globalThis"" instead of ""window"", ""self"", or ""global""","",""
befae0c9-6646-42da-96f2-bf5d549e5c61,CODE_SMELL,MAJOR,strategic-learning-unified-theatre:run-tests.cjs,65,"Prefer using an optional chain expression instead, as it's more concise and easier to read.",5min,"Optional chaining should be preferred","",""
b2faa0e5-fa80-4494-bc84-f6909a594bab,CODE_SMELL,MAJOR,strategic-learning-unified-theatre:run-tests.js,65,"Prefer using an optional chain expression instead, as it's more concise and easier to read.",5min,"Optional chaining should be preferred","",""
71d68a33-043f-440d-b2ce-ed2511906934,CODE_SMELL,MAJOR,strategic-learning-unified-theatre:src/accounts/health.js,116,"Extract this nested ternary operation into an independent statement.",5min,"Ternary operators should not be nested","",""
e04f36b6-0268-49bb-9189-31c1116ec4ac,CODE_SMELL,MAJOR,strategic-learning-unified-theatre:src/accounts/health.js,165,"Extract this nested ternary operation into an independent statement.",5min,"Ternary operators should not be nested","",""
521963cb-c1d2-4259-bb6c-51b2e52bc435,CODE_SMELL,MAJOR,strategic-learning-unified-theatre:src/accounts/health.js,236,"Extract this nested ternary operation into an independent statement.",5min,"Ternary operators should not be nested","",""
a334e227-b118-4fc6-bf1d-2b172ee3b669,CODE_SMELL,MAJOR,strategic-learning-unified-theatre:src/accounts/health.js,360,"Extract this nested ternary operation into an independent statement.",5min,"Ternary operators should not be nested","",""
e27a8da2-77b7-4d63-bb56-e99f4e843156,CODE_SMELL,MINOR,strategic-learning-unified-theatre:src/accounts/profile-manager.js,163,"Prefer `String#replaceAll()` over `String#replace()`.",5min,"Strings should use ""replaceAll()"" instead of ""replace()"" with global regex","",""
553e8646-6d1e-4b4b-9474-6a3c398af3e7,CODE_SMELL,MINOR,strategic-learning-unified-theatre:src/accounts/secret-store.js,65,"Use 'Object.hasOwn()' instead of 'Object.prototype.hasOwnProperty.call()'.",5min,"Use Object.hasOwn static method instead of hasOwnProperty","",""
08e228c0-5da8-4bc5-9015-ab30d273e4d3,CODE_SMELL,MAJOR,strategic-learning-unified-theatre:src/daemon/daemon-runner.js,408,"Prefer top-level await over using a promise chain.",5min,"Top-level await should be preferred over wrapped async operations","",""
917e9350-c2d0-41be-a16b-c818b10d7ac3,CODE_SMELL,MINOR,strategic-learning-unified-theatre:src/domain/schemas.js,230,"'(params?: string | { abort?: boolean; version?: ""v1"" | ""v2"" | ""v3"" | ""v4"" | ""v5"" | ""v6"" | ""v7"" | ""v8""; error?: string | $ZodErrorMap<$ZodIssueInvalidStringFormat>; message?: string; }): ZodString' is deprecated.",15min,"Deprecated APIs should not be used","",""
c43fddd2-acad-4f40-8887-4ae1c5741782,CODE_SMELL,CRITICAL,strategic-learning-unified-theatre:src/idea-store.js,189,"Refactor this function to reduce its Cognitive Complexity from 17 to the 15 allowed.",7min,"Cognitive Complexity of functions should not be too high","",""
bad7530d-8530-49b2-a4d7-bab74a287320,CODE_SMELL,MINOR,strategic-learning-unified-theatre:src/installer/hw-probe/hwProbe.spec.ts,5,"Use `new Array()` instead of `Array()`.",5min,"Built-in constructors should be called consistently with or without ""new""","",""
b550f615-a88d-454e-a1e6-cc10b171223d,CODE_SMELL,MINOR,strategic-learning-unified-theatre:src/installer/hw-probe/hwProbe.ts,182,"Use the ""RegExp.exec()"" method instead.",5min,"""RegExp.exec()"" should be preferred over ""String.match()""","",""
fa2c492e-c3d2-4f24-8d98-2b483e399840,CODE_SMELL,MINOR,strategic-learning-unified-theatre:src/installer/hw-probe/hwProbe.ts,184,"Prefer `Number.parseFloat` over `parseFloat`.",2min,"Number static methods and properties should be preferred over global equivalents","",""
4934d860-b617-4721-95ba-ae6cd1c64cee,CODE_SMELL,MINOR,strategic-learning-unified-theatre:src/internal/config.js,235,"Handle this exception or don't catch it at all.",1h,"Exceptions should not be ignored","",""
b885e3e5-466b-43a1-a0a0-7dc934b75471,CODE_SMELL,CRITICAL,strategic-learning-unified-theatre:src/internal/config.js,244,"Refactor this function to reduce its Cognitive Complexity from 20 to the 15 allowed.",10min,"Cognitive Complexity of functions should not be too high","",""
8c4afc31-1fbc-4334-a8d2-82f746b15e0e,CODE_SMELL,MINOR,strategic-learning-unified-theatre:src/internal/config.js,278,"The empty object is useless.",5min,"Unnecessary fallback objects should not be used when spreading in object literals","",""
070212b9-9029-4d28-9d89-3cb669a1d196,CODE_SMELL,MINOR,strategic-learning-unified-theatre:src/internal/config.js,281,"The empty object is useless.",5min,"Unnecessary fallback objects should not be used when spreading in object literals","",""
ff82650a-3c4f-4df6-920c-d11bd4cb82f1,CODE_SMELL,MINOR,strategic-learning-unified-theatre:src/internal/config.js,311,"The empty object is useless.",5min,"Unnecessary fallback objects should not be used when spreading in object literals","",""
d3fe22a7-0f03-4986-8706-3e34a47975f4,CODE_SMELL,MINOR,strategic-learning-unified-theatre:src/internal/config.js,315,"The empty object is useless.",5min,"Unnecessary fallback objects should not be used when spreading in object literals","",""
