rule,severity,file,line,message
typescript:S6571,MINOR,strategic-learning-unified-theatre:src/main/ipc/ipcAdapter.ts,16,'unknown' overrides all other types in this union type.
javascript:S6582,MAJOR,strategic-learning-unified-theatre:src/plugin-api.js,41,Prefer using an optional chain expression instead, as it's more concise and easier to read.
javascript:S7786,MINOR,strategic-learning-unified-theatre:src/plugin-api.js,48,`new Error()` is too unspecific for a type check. Use `new TypeError()` instead.
javascript:S7772,MINOR,strategic-learning-unified-theatre:tests/chaos-slo.test.js,1,Prefer `node:module` over `module`.
javascript:S7772,MINOR,strategic-learning-unified-theatre:tests/chaos-utils.test.js,3,Prefer `node:module` over `module`.
javascript:S7781,MINOR,strategic-learning-unified-theatre:tests/chaos-workflow.test.js,17,Prefer `String#replaceAll()` over `String#replace()`.
javascript:S7735,MINOR,strategic-learning-unified-theatre:tests/ci-workflow.test.js,6,Unexpected negated condition.
javascript:S7770,MINOR,strategic-learning-unified-theatre:tests/cli-validation.test.js,17,arrow function is equivalent to `String`. Use `String` directly.
javascript:S1128,MINOR,strategic-learning-unified-theatre:tests/config-policy.test.js,6,Remove this unused import of 'afterEach'.
javascript:S1128,MINOR,strategic-learning-unified-theatre:tests/config-policy.test.js,6,Remove this unused import of 'beforeEach'.
javascript:S1128,MINOR,strategic-learning-unified-theatre:tests/config-validation.test.js,10,Remove this unused import of 'DomainError'.
javascript:S7781,MINOR,strategic-learning-unified-theatre:tests/coverage-gate.test.js,16,Prefer `String#replaceAll()` over `String#replace()`.
javascript:S7776,MINOR,strategic-learning-unified-theatre:tests/reference-plugins.test.js,44,`originalModelKeys` should be a `Set`, and use `originalModelKeys.has()` to check existence or non-existence.
javascript:S7776,MINOR,strategic-learning-unified-theatre:tests/reference-plugins.test.js,45,`originalPlatformKeys` should be a `Set`, and use `originalPlatformKeys.has()` to check existence or non-existence.
javascript:S1128,MINOR,strategic-learning-unified-theatre:tests/regression/ingestion-error-handling.test.js,8,Remove this unused import of 'vi'.
javascript:S1128,MINOR,strategic-learning-unified-theatre:tests/regression/malformed-payloads.test.js,9,Remove this unused import of 'vi'.
javascript:S7721,MAJOR,strategic-learning-unified-theatre:tests/regression/scoring-invariants.test.js,20,Move function 'randomAccount' to the outer scope.
javascript:S3358,MAJOR,strategic-learning-unified-theatre:tests/regression/scoring-invariants.test.js,25,Extract this nested ternary operation into an independent statement.
javascript:S3358,MAJOR,strategic-learning-unified-theatre:tests/regression/scoring-invariants.test.js,27,Extract this nested ternary operation into an independent statement.
javascript:S3358,MAJOR,strategic-learning-unified-theatre:tests/regression/scoring-invariants.test.js,30,Extract this nested ternary operation into an independent statement.
javascript:S7721,MAJOR,strategic-learning-unified-theatre:tests/regression/scoring-invariants.test.js,48,Move function 'randomHealthResult' to the outer scope.
javascript:S4624,MAJOR,strategic-learning-unified-theatre:src/agent-handoff.js,469,Refactor this code to not use nested template literals.
javascript:S3358,MAJOR,strategic-learning-unified-theatre:src/agent-handoff.js,492,Extract this nested ternary operation into an independent statement.
javascript:S4624,MAJOR,strategic-learning-unified-theatre:src/agent-handoff.js,492,Refactor this code to not use nested template literals.
javascript:S6582,MAJOR,strategic-learning-unified-theatre:src/session-supervisor.js,141,Prefer using an optional chain expression instead, as it's more concise and easier to read.
javascript:S1135,INFO,strategic-learning-unified-theatre:src/session-supervisor.js,164,Complete the task associated to this "TODO" comment.
javascript:S5869,MAJOR,strategic-learning-unified-theatre:src/utils/redactor.js,17,Remove duplicates in this character class.
javascript:S7781,MINOR,strategic-learning-unified-theatre:src/utils/redactor.js,17,Prefer `String#replaceAll()` over `String#replace()`.
javascript:S7781,MINOR,strategic-learning-unified-theatre:src/utils/redactor.js,19,Prefer `String#replaceAll()` over `String#replace()`.
javascript:S7781,MINOR,strategic-learning-unified-theatre:src/utils/redactor.js,21,Prefer `String#replaceAll()` over `String#replace()`.
javascript:S5869,MAJOR,strategic-learning-unified-theatre:src/utils/redactor.js,22,Remove duplicates in this character class.
javascript:S7755,MINOR,strategic-learning-unified-theatre:tests/auto-handoff.test.js,46,Prefer `.at(…)` over `[….length - index]`.
javascript:S7764,MINOR,strategic-learning-unified-theatre:renderer/screens/LocalLLM.jsx,52,Prefer `globalThis` over `window`.
javascript:S7785,MAJOR,strategic-learning-unified-theatre:scripts/audit-experience-db.mjs,20,Prefer top-level await over using a promise chain.
javascript:S7780,MINOR,strategic-learning-unified-theatre:scripts/install.js,63,`String.raw` should be used to avoid escaping `\`.
javascript:S7785,MAJOR,strategic-learning-unified-theatre:scripts/one-time-capture.mjs,16,Prefer top-level await over using a promise chain.
javascript:S7785,MAJOR,strategic-learning-unified-theatre:scripts/watch-browser-activity.mjs,84,Prefer top-level await over using a promise chain.
javascript:S7773,MINOR,strategic-learning-unified-theatre:src/commands/bc2-sync.js,23,Prefer `Number.isFinite` over `isFinite`.
javascript:S7786,MINOR,strategic-learning-unified-theatre:src/commands/bc2-sync.js,24,`new Error()` is too unspecific for a type check. Use `new TypeError()` instead.
javascript:S7773,MINOR,strategic-learning-unified-theatre:src/commands/bc2-sync.js,52,Prefer `Number.isFinite` over `isFinite`.
javascript:S1874,MINOR,strategic-learning-unified-theatre:src/idea-store.js,21,'(params?: string | { abort?: boolean; version?: "v1" | "v2" | "v3" | "v4" | "v5" | "v6" | "v7" | "v8"; error?: string | $ZodErrorMap<$ZodIssueInvalidStringFormat>; message?: string; }): ZodString' is deprecated.
javascript:S6582,MAJOR,strategic-learning-unified-theatre:src/llm/experience-db.js,416,Prefer using an optional chain expression instead, as it's more concise and easier to read.
javascript:S7778,MINOR,strategic-learning-unified-theatre:src/llm/inference.js,57,Do not call `Array#push()` multiple times.
javascript:S3516,BLOCKER,strategic-learning-unified-theatre:src/llm/inference.js,112,Refactor this function to not always return the same value.
javascript:S7781,MINOR,strategic-learning-unified-theatre:src/llm/inference.js,127,Prefer `String#replaceAll()` over `String#replace()`.
javascript:S7781,MINOR,strategic-learning-unified-theatre:src/llm/inference.js,135,Prefer `String#replaceAll()` over `String#replace()`.
javascript:S4144,MAJOR,strategic-learning-unified-theatre:src/llm/inference.js,208,Update this function so that its implementation is not identical to the one on line 18.
javascript:S7773,MINOR,strategic-learning-unified-theatre:src/llm/training-exporter.js,11,Prefer `Number.isFinite` over `isFinite`.
javascript:S7786,MINOR,strategic-learning-unified-theatre:src/llm/training-exporter.js,12,`new Error()` is too unspecific for a type check. Use `new TypeError()` instead.
javascript:S7773,MINOR,strategic-learning-unified-theatre:src/llm/training-exporter.js,29,Prefer `Number.isFinite` over `isFinite`.
javascript:S7780,MINOR,strategic-learning-unified-theatre:test-bc2-diagnostics.js,13,`String.raw` should be used to avoid escaping `\`.
javascript:S6535,MAJOR,strategic-learning-unified-theatre:test-bc2-diagnostics.js,71,Unnecessary escape character: \".
javascript:S6535,MAJOR,strategic-learning-unified-theatre:test-bc2-diagnostics.js,71,Unnecessary escape character: \".
javascript:S7772,MINOR,strategic-learning-unified-theatre:test-bc2-integration.js,9,Prefer `node:http` over `http`.
javascript:S2486,MINOR,strategic-learning-unified-theatre:test-bc2-integration.js,35,Handle this exception or don't catch it at all.
javascript:S1854,MAJOR,strategic-learning-unified-theatre:test-bc2-integration.js,51,Remove this useless assignment to variable "options".
javascript:S1481,MINOR,strategic-learning-unified-theatre:test-bc2-integration.js,51,Remove the declaration of the unused 'options' variable.
javascript:S2486,MINOR,strategic-learning-unified-theatre:test-bc2-integration.js,65,Handle this exception or don't catch it at all.
javascript:S7781,MINOR,strategic-learning-unified-theatre:test-bc2-integration.js,201,Prefer `String#replaceAll()` over `String#replace()`.
javascript:S1874,MINOR,strategic-learning-unified-theatre:electron-ui/browser-pane.cjs,120,'webContents' is deprecated.
javascript:S1874,MINOR,strategic-learning-unified-theatre:electron-ui/browser-pane.cjs,127,'webContents' is deprecated.
javascript:S1874,MINOR,strategic-learning-unified-theatre:electron-ui/browser-pane.cjs,134,'webContents' is deprecated.
javascript:S2486,MINOR,strategic-learning-unified-theatre:electron-ui/ipc/capture-handlers.cjs,167,Handle this exception or don't catch it at all.
javascript:S7764,MINOR,strategic-learning-unified-theatre:electron-ui/preload-browser.cjs,39,Prefer `globalThis` over `window`.
javascript:S7761,MAJOR,strategic-learning-unified-theatre:electron-ui/preload-browser.cjs,70,Prefer `.dataset` over `getAttribute(…)`.
javascript:S7761,MAJOR,strategic-learning-unified-theatre:electron-ui/preload-browser.cjs,78,Prefer `.dataset` over `setAttribute(…)`.
javascript:S7764,MINOR,strategic-learning-unified-theatre:electron-ui/preload-browser.cjs,107,Prefer `globalThis` over `window`.
javascript:S7764,MINOR,strategic-learning-unified-theatre:electron-ui/preload-browser.cjs,177,Prefer `globalThis` over `window`.
javascript:S7785,MAJOR,strategic-learning-unified-theatre:smoke-test-sprint12.js,279,Prefer top-level await over using a promise chain.
javascript:S7770,MINOR,strategic-learning-unified-theatre:src/commands/ai.js,36,arrow function is equivalent to `String`. Use `String` directly.
javascript:S7059,CRITICAL,strategic-learning-unified-theatre:src/llm/experience-db.js,154,Refactor this asynchronous operation outside of the constructor.
javascript:S1128,MINOR,strategic-learning-unified-theatre:tests/ai-memory.test.js,24,Remove this unused import of 'CommandsRepo'.
javascript:S7780,MINOR,strategic-learning-unified-theatre:tests/ai-memory.test.js,214,`String.raw` should be used to avoid escaping `\`.
javascript:S7780,MINOR,strategic-learning-unified-theatre:tests/ai-memory.test.js,229,`String.raw` should be used to avoid escaping `\`.
javascript:S1128,MINOR,strategic-learning-unified-theatre:vscode-extension/collector.js,3,Remove this unused import of 'os'.
javascript:S7781,MINOR,strategic-learning-unified-theatre:vscode-extension/collector.js,112,Prefer `String#replaceAll()` over `String#replace()`.
javascript:S7781,MINOR,strategic-learning-unified-theatre:vscode-extension/collector.js,129,Prefer `String#replaceAll()` over `String#replace()`.
javascript:S7781,MINOR,strategic-learning-unified-theatre:vscode-extension/collector.js,475,Prefer `String#replaceAll()` over `String#replace()`.
javascript:S7778,MINOR,strategic-learning-unified-theatre:vscode-extension/extension.js,122,Do not call `Array#push()` multiple times.
javascript:S7778,MINOR,strategic-learning-unified-theatre:vscode-extension/extension.js,126,Do not call `Array#push()` multiple times.
javascript:S6509,MINOR,strategic-learning-unified-theatre:vscode-extension/extension.js,137,Redundant Boolean call.
javascript:S7778,MINOR,strategic-learning-unified-theatre:vscode-extension/extension.js,148,Do not call `Array#push()` multiple times.
javascript:S1128,MINOR,strategic-learning-unified-theatre:src/commands/handoff.js,13,Remove this unused import of 'getActiveSprint'.
javascript:S7766,MINOR,strategic-learning-unified-theatre:src/llm/embeddings.js,154,Prefer `Math.max()` to simplify ternary expressions.
javascript:S6582,MAJOR,strategic-learning-unified-theatre:src/llm/embeddings.js,169,Prefer using an optional chain expression instead, as it's more concise and easier to read.
javascript:S7781,MINOR,strategic-learning-unified-theatre:src/llm/knowledge-graph.js,65,Prefer `String#replaceAll()` over `String#replace()`.
javascript:S7781,MINOR,strategic-learning-unified-theatre:src/llm/knowledge-graph.js,79,Prefer `String#replaceAll()` over `String#replace()`.
javascript:S7781,MINOR,strategic-learning-unified-theatre:src/llm/knowledge-graph.js,91,Prefer `String#replaceAll()` over `String#replace()`.
javascript:S7781,MINOR,strategic-learning-unified-theatre:src/llm/knowledge-graph.js,110,Prefer `String#replaceAll()` over `String#replace()`.
javascript:S7781,MINOR,strategic-learning-unified-theatre:src/llm/knowledge-graph.js,130,Prefer `String#replaceAll()` over `String#replace()`.
javascript:S1854,MAJOR,strategic-learning-unified-theatre:tests/e2e/enhance-schedule.test.js,70,Remove this useless assignment to variable "history".
javascript:S1481,MINOR,strategic-learning-unified-theatre:tests/e2e/enhance-schedule.test.js,70,Remove the declaration of the unused 'history' variable.
javascript:S7748,MINOR,strategic-learning-unified-theatre:tests/llm/embeddings.test.js,17,Don't use a zero fraction in the number.
javascript:S7748,MINOR,strategic-learning-unified-theatre:tests/llm/embeddings.test.js,54,Don't use a zero fraction in the number.
javascript:S7748,MINOR,strategic-learning-unified-theatre:tests/llm/embeddings.test.js,60,Don't use a zero fraction in the number.
javascript:S7748,MINOR,strategic-learning-unified-theatre:tests/llm/related.test.js,14,Don't use a zero fraction in the number.
javascript:S1481,MINOR,strategic-learning-unified-theatre:electron-ui/ipc/handlers.cjs,99,Remove the declaration of the unused 'registerChannel' variable.
javascript:S1854,MAJOR,strategic-learning-unified-theatre:electron-ui/ipc/handlers.cjs,99,Remove this useless assignment to variable "registerChannel".
javascript:S7784,MINOR,strategic-learning-unified-theatre:electron-ui/ipc/handlers.cjs,135,Prefer `structuredClone(…)` over `JSON.parse(JSON.stringify(…))` to create a deep clone.
javascript:S7784,MINOR,strategic-learning-unified-theatre:electron-ui/ipc/handlers.cjs,170,Prefer `structuredClone(…)` over `JSON.parse(JSON.stringify(…))` to create a deep clone.
javascript:S7784,MINOR,strategic-learning-unified-theatre:electron-ui/ipc/handlers.cjs,212,Prefer `structuredClone(…)` over `JSON.parse(JSON.stringify(…))` to create a deep clone.
javascript:S7764,MINOR,strategic-learning-unified-theatre:renderer/screens/Accounts.jsx,116,Prefer `globalThis` over `window`.
javascript:S7764,MINOR,strategic-learning-unified-theatre:renderer/screens/Accounts.jsx,155,Prefer `globalThis` over `window`.
javascript:S6853,MAJOR,strategic-learning-unified-theatre:renderer/screens/Accounts.jsx,289,A form label must be associated with a control.
javascript:S6853,MAJOR,strategic-learning-unified-theatre:renderer/screens/Accounts.jsx,297,A form label must be associated with a control.
javascript:S6853,MAJOR,strategic-learning-unified-theatre:renderer/screens/Accounts.jsx,395,A form label must be associated with a control.
javascript:S6853,MAJOR,strategic-learning-unified-theatre:renderer/screens/Accounts.jsx,403,A form label must be associated with a control.
javascript:S6853,MAJOR,strategic-learning-unified-theatre:renderer/screens/Accounts.jsx,472,A form label must be associated with a control.
javascript:S6853,MAJOR,strategic-learning-unified-theatre:renderer/screens/Accounts.jsx,480,A form label must be associated with a control.
javascript:S6853,MAJOR,strategic-learning-unified-theatre:renderer/screens/Accounts.jsx,494,A form label must be associated with a control.
javascript:S7764,MINOR,strategic-learning-unified-theatre:renderer/screens/Accounts.jsx,640,Prefer `globalThis` over `window`.
javascript:S7764,MINOR,strategic-learning-unified-theatre:renderer/screens/BrowserAutomation.jsx,25,Prefer `globalThis` over `window`.
javascript:S6853,MAJOR,strategic-learning-unified-theatre:renderer/screens/BrowserAutomation.jsx,109,A form label must be associated with a control.
javascript:S6853,MAJOR,strategic-learning-unified-theatre:renderer/screens/BrowserAutomation.jsx,123,A form label must be associated with a control.
javascript:S6853,MAJOR,strategic-learning-unified-theatre:renderer/screens/BrowserAutomation.jsx,171,A form label must be associated with a control.
javascript:S7764,MINOR,strategic-learning-unified-theatre:renderer/screens/LocalLLM.jsx,18,Prefer `globalThis` over `window`.
javascript:S7764,MINOR,strategic-learning-unified-theatre:renderer/screens/LocalLLM.jsx,34,Prefer `globalThis` over `window`.
javascript:S6582,MAJOR,strategic-learning-unified-theatre:renderer/screens/PromptTemplates.jsx,28,Prefer using an optional chain expression instead, as it's more concise and easier to read.
javascript:S6853,MAJOR,strategic-learning-unified-theatre:renderer/screens/PromptTemplates.jsx,116,A form label must be associated with a control.
javascript:S6853,MAJOR,strategic-learning-unified-theatre:renderer/screens/PromptTemplates.jsx,127,A form label must be associated with a control.
javascript:S7764,MINOR,strategic-learning-unified-theatre:renderer/screens/RobotFramework.jsx,32,Prefer `globalThis` over `window`.
javascript:S7764,MINOR,strategic-learning-unified-theatre:renderer/screens/RobotFramework.jsx,46,Prefer `globalThis` over `window`.
javascript:S7764,MINOR,strategic-learning-unified-theatre:renderer/screens/RobotFramework.jsx,59,Prefer `globalThis` over `window`.
javascript:S7764,MINOR,strategic-learning-unified-theatre:renderer/screens/RobotFramework.jsx,73,Prefer `globalThis` over `window`.
javascript:S7764,MINOR,strategic-learning-unified-theatre:renderer/screens/RobotFramework.jsx,97,Prefer `globalThis` over `window`.
javascript:S7764,MINOR,strategic-learning-unified-theatre:renderer/screens/RobotFramework.jsx,117,Prefer `globalThis` over `window`.
javascript:S7764,MINOR,strategic-learning-unified-theatre:renderer/screens/RobotFramework.jsx,130,Prefer `globalThis` over `window`.
javascript:S7764,MINOR,strategic-learning-unified-theatre:renderer/screens/RobotFramework.jsx,138,Prefer `globalThis` over `window`.
javascript:S7764,MINOR,strategic-learning-unified-theatre:renderer/screens/RobotFramework.jsx,157,Prefer `globalThis` over `window`.
javascript:S6853,MAJOR,strategic-learning-unified-theatre:renderer/screens/RobotFramework.jsx,183,A form label must be associated with a control.
javascript:S1128,MINOR,strategic-learning-unified-theatre:src/commands/browser.js,13,Remove this unused import of 'updatePrompt'.
javascript:S1854,MAJOR,strategic-learning-unified-theatre:src/commands/idea.js,141,Remove this useless assignment to variable "created".
javascript:S1874,MINOR,strategic-learning-unified-theatre:src/idea-store.js,13,'(params?: string | { abort?: boolean; version?: "v1" | "v2" | "v3" | "v4" | "v5" | "v6" | "v7" | "v8"; error?: string | $ZodErrorMap<$ZodIssueInvalidStringFormat>; message?: string; }): ZodString' is deprecated.
javascript:S7781,MINOR,strategic-learning-unified-theatre:src/idea-store.js,50,Prefer `String#replaceAll()` over `String#replace()`.
javascript:S7781,MINOR,strategic-learning-unified-theatre:src/idea-store.js,51,Prefer `String#replaceAll()` over `String#replace()`.
javascript:S3358,MAJOR,strategic-learning-unified-theatre:src/idea-store.js,153,Extract this nested ternary operation into an independent statement.
javascript:S7735,MINOR,strategic-learning-unified-theatre:src/idea-store.js,273,Unexpected negated condition.
javascript:S7781,MINOR,strategic-learning-unified-theatre:src/llm/embeddings.js,8,Prefer `String#replaceAll()` over `String#replace()`.
javascript:S1854,MAJOR,strategic-learning-unified-theatre:src/llm/experience-db.js,560,Remove this useless assignment to variable "filename".
javascript:S1481,MINOR,strategic-learning-unified-theatre:src/llm/experience-db.js,560,Remove the declaration of the unused 'filename' variable.
javascript:S4624,MAJOR,strategic-learning-unified-theatre:src/llm/inference.js,274,Refactor this code to not use nested template literals.
javascript:S1128,MINOR,strategic-learning-unified-theatre:src/test-runner.js,3,Remove this unused import of 'os'.
javascript:S7781,MINOR,strategic-learning-unified-theatre:src/test-runner.js,79,Prefer `String#replaceAll()` over `String#replace()`.
javascript:S7781,MINOR,strategic-learning-unified-theatre:src/test-runner.js,80,Prefer `String#replaceAll()` over `String#replace()`.
javascript:S7781,MINOR,strategic-learning-unified-theatre:src/test-runner.js,81,Prefer `String#replaceAll()` over `String#replace()`.
javascript:S6353,MINOR,strategic-learning-unified-theatre:src/test-runner.js,93,Use concise character class syntax '\w' instead of '[A-Za-z0-9_]'.
javascript:S6353,MINOR,strategic-learning-unified-theatre:src/test-runner.js,94,Use concise character class syntax '\w' instead of '[A-Za-z0-9_]'.
javascript:S6353,MINOR,strategic-learning-unified-theatre:src/test-runner.js,95,Use concise character class syntax '\w' instead of '[A-Za-z0-9_]'.
javascript:S7737,MINOR,strategic-learning-unified-theatre:src/test-runner.js,172,Do not use an object literal as default for parameter `options`.
javascript:S1481,MINOR,strategic-learning-unified-theatre:src/test-runner.js,365,Remove the declaration of the unused 'results' variable.
javascript:S1128,MINOR,strategic-learning-unified-theatre:test/agent-handoff.test.js,16,Remove this unused import of 'generateResumePrompt'.
javascript:S1128,MINOR,strategic-learning-unified-theatre:tests/idea-store.test.js,1,Remove this unused import of 'vi'.
javascript:S7744,MINOR,strategic-learning-unified-theatre:electron-ui/ipc/handlers.cjs,445,The empty object is useless.
javascript:S7744,MINOR,strategic-learning-unified-theatre:electron-ui/ipc/handlers.cjs,445,The empty object is useless.
javascript:S7764,MINOR,strategic-learning-unified-theatre:renderer/screens/Dashboard.jsx,8,Prefer `globalThis` over `window`.
javascript:S7764,MINOR,strategic-learning-unified-theatre:renderer/screens/Dashboard.jsx,11,Prefer `globalThis` over `window`.
javascript:S7764,MINOR,strategic-learning-unified-theatre:renderer/screens/Dashboard.jsx,12,Prefer `globalThis` over `window`.
javascript:S6479,MAJOR,strategic-learning-unified-theatre:renderer/screens/Dashboard.jsx,35,Do not use Array index in keys
javascript:S7764,MINOR,strategic-learning-unified-theatre:renderer/screens/GitMonitor.jsx,7,Prefer `globalThis` over `window`.
javascript:S7764,MINOR,strategic-learning-unified-theatre:renderer/screens/GitMonitor.jsx,14,Prefer `globalThis` over `window`.
javascript:S7764,MINOR,strategic-learning-unified-theatre:renderer/screens/GitMonitor.jsx,15,Prefer `globalThis` over `window`.
javascript:S2681,MAJOR,strategic-learning-unified-theatre:renderer/screens/GitMonitor.jsx,19,This statement will not be executed conditionally; only the first statement will be. The rest will execute unconditionally.
javascript:S7764,MINOR,strategic-learning-unified-theatre:renderer/screens/GitMonitor.jsx,19,Prefer `globalThis` over `window`.
javascript:S6535,MAJOR,strategic-learning-unified-theatre:renderer/screens/GitMonitor.jsx,32,Unnecessary escape character: \/.
javascript:S7764,MINOR,strategic-learning-unified-theatre:renderer/screens/LiveFeed.jsx,15,Prefer `globalThis` over `window`.
javascript:S7764,MINOR,strategic-learning-unified-theatre:renderer/screens/LiveFeed.jsx,16,Prefer `globalThis` over `window`.
javascript:S6479,MAJOR,strategic-learning-unified-theatre:renderer/screens/LiveFeed.jsx,30,Do not use Array index in keys
javascript:S7764,MINOR,strategic-learning-unified-theatre:renderer/screens/ProgressLog.jsx,9,Prefer `globalThis` over `window`.
javascript:S7764,MINOR,strategic-learning-unified-theatre:renderer/screens/Settings.jsx,6,Prefer `globalThis` over `window`.
javascript:S7764,MINOR,strategic-learning-unified-theatre:renderer/screens/Settings.jsx,9,Prefer `globalThis` over `window`.
javascript:S6853,MAJOR,strategic-learning-unified-theatre:renderer/screens/Settings.jsx,16,A form label must be associated with a control.
javascript:S7785,MAJOR,strategic-learning-unified-theatre:scripts/install.js,140,Prefer top-level await over using a promise chain.
javascript:S1874,MINOR,strategic-learning-unified-theatre:src/accounts/schema.js,15,'(params?: string | { abort?: boolean; pattern?: RegExp; error?: string | $ZodErrorMap<$ZodIssueInvalidStringFormat>; message?: string; }): ZodString' is deprecated.
javascript:S3358,MAJOR,strategic-learning-unified-theatre:src/cli.js,546,Extract this nested ternary operation into an independent statement.
javascript:S2486,MINOR,strategic-learning-unified-theatre:src/cli.js,717,Handle this exception or don't catch it at all.
javascript:S7755,MINOR,strategic-learning-unified-theatre:src/encrypt.js,66,Prefer `.at(…)` over the first element from `.slice(…)`.
javascript:S7780,MINOR,strategic-learning-unified-theatre:src/encrypt.js,77,`String.raw` should be used to avoid escaping `\`.
javascript:S7781,MINOR,strategic-learning-unified-theatre:src/internal/journal.js,32,Prefer `String#replaceAll()` over `String#replace()`.
javascript:S3358,MAJOR,strategic-learning-unified-theatre:src/internal/reporter.js,18,Extract this nested ternary operation into an independent statement.
javascript:S6594,MINOR,strategic-learning-unified-theatre:src/internal/reporter.js,34,Use the "RegExp.exec()" method instead.
