repo_name,function_name,language,file_path,line,signature_excerpt,visibility,invocation_type,called_by,reference_count,string_reference_count,live_confidence,notes,owner_review,status,same_file_reference_count,same_file_string_reference_count,total_reference_count,path_invoked_match_file
Solution,measureCardSize,ts,src/shared/retrieval/graph-lookup.ts,227,export function measureCardSize(card: ConceptCard): number {,public,Direct,"tests/shared/retrieval/graph-lookup.test.ts (1 call refs, 0 string refs)",1,0,high,Cross-file references detected; review for external wiring.,,,0,0,1,
Solution,fitsInBudget,ts,src/shared/retrieval/graph-lookup.ts,234,"export function fitsInBudget(card: ConceptCard, maxChars?: number): boolean {",public,Direct,"tests/shared/retrieval/graph-lookup.test.ts (2 call refs, 0 string refs)",2,0,high,Cross-file references detected; review for external wiring.,,,0,0,2,
Solution,truncateCard,ts,src/shared/retrieval/graph-lookup.ts,243,export function truncateCard(,public,Direct,"tests/shared/retrieval/graph-lookup.test.ts (2 call refs, 0 string refs)",2,0,high,Cross-file references detected; review for external wiring.,,,0,0,2,
Solution,computeFileHash,ts,src/shared/retrieval/graph-state.ts,27,function computeFileHash(): string {,internal,Test,"src/knowledge/ingest/ingest-repository.js (3 call refs, 0 string refs)",3,0,medium,Same-file references detected; private helper usage is present.,,,2,0,5,
Solution,collectSourceFiles,ts,src/shared/retrieval/graph-state.ts,35,function collectSourceFiles(root: string): string[] {,internal,Test,,0,0,medium,Same-file references detected; private helper usage is present.,,,2,0,2,
Solution,walk,ts,src/shared/retrieval/graph-state.ts,41,function walk(dir: string) {,internal,Test,"index_repo.py (1 call refs, 0 string refs); src/storage/symbol-extractor.ts (3 call refs, 0 string refs)",4,0,medium,Same-file references detected; private helper usage is present.,,,2,0,6,
Solution,getGraph,ts,src/shared/retrieval/graph-state.ts,76,export function getGraph(forceRebuild?: boolean): SymbolGraph {,public,Test,"src/shared/retrieval/router.ts (2 call refs, 0 string refs); src/shared/retrieval/graph-incremental.ts (1 call refs, 0 string refs); tests/shared/retrieval/graph-incremental.test.ts (2 call refs, 0 string refs)",5,0,high,Cross-file references detected; review for external wiring.,,,0,0,5,
Solution,clearGraphCache,ts,src/shared/retrieval/graph-state.ts,102,export function clearGraphCache(): void {,public,Test,,0,0,low,"No references found; review for dead code, reflection, or framework wiring.",,,0,0,0,
Solution,hasGraphCache,ts,src/shared/retrieval/graph-state.ts,110,export function hasGraphCache(): boolean {,public,Test,,0,0,low,"No references found; review for dead code, reflection, or framework wiring.",,,0,0,0,
Solution,getRepositoryId,ts,src/shared/retrieval/repository-id.ts,15,export function getRepositoryId(): string {,public,Direct,"src/shared/retrieval/router.ts (2 call refs, 0 string refs); src/storage/symbol-indexer.ts (2 call refs, 0 string refs); tests/shared/retrieval/graph-lookup.test.ts (0 call refs, 3 string refs); tests/shared/retrieval/router.test.ts (2 call refs, 0 string refs); tests/shared/retrieval/repository-id.test.ts (8 call refs, 1 string refs); tests/storage/symbol-indexer.test.ts (1 call refs, 0 string refs)",15,4,high,Cross-file references detected; review for external wiring. String-based references detected; check dynamic dispatch/config wiring.,,,0,0,15,
Solution,chooseStrategy,ts,src/shared/retrieval/router.ts,44,export function chooseStrategy(,public,Test,"src/agents/tool-call-classifier.ts (1 call refs, 0 string refs); tests/shared/retrieval/graph-lookup.test.ts (0 call refs, 3 string refs); tests/shared/retrieval/router.test.ts (34 call refs, 1 string refs)",35,4,high,Same-file references detected; private helper usage is present. String-based references detected; check dynamic dispatch/config wiring.,,,2,0,37,
Solution,isSymbolLike,ts,src/shared/retrieval/router.ts,82,function isSymbolLike(query: string): boolean {,internal,Test,,0,0,medium,Same-file references detected; private helper usage is present.,,,1,0,1,
Solution,isStructuralQuery,ts,src/shared/retrieval/router.ts,140,function isStructuralQuery(query: string): boolean {,internal,Test,"src/agents/tool-call-classifier.ts (3 call refs, 0 string refs)",3,0,medium,Same-file references detected; private helper usage is present.,,,1,0,4,
Solution,extractSymbolFromStructuralQuery,ts,src/shared/retrieval/router.ts,171,function extractSymbolFromStructuralQuery(query: string): string | null {,internal,Test,,0,0,medium,Same-file references detected; private helper usage is present.,,,1,0,1,
Solution,retrieve,ts,src/shared/retrieval/router.ts,203,export async function retrieve(,public,Test,"src/agents/tool-call-classifier.structural.test.ts (0 call refs, 17 string refs); src/agents/tool-call-classifier.ts (2 call refs, 2 string refs); src/agents/tools/retrieve.ts (1 call refs, 1 string refs); src/agents/tools/registry.ts (1 call refs, 0 string refs); src/shared/retrieval/execute-retrieve.ts (2 call refs, 0 string refs); src/mcp/server.ts (0 call refs, 2 string refs); src/mcp/tool-handlers.ts (1 call refs, 0 string refs); src/mcp/schemas.ts (0 call refs, 1 string refs); tests/agents/tool-call-classifier.test.ts (0 call refs, 13 string refs); tests/agents/sub-agent.test.ts (0 call refs, 4 string refs); tests/agents/tools/retrieve.test.ts (1 call refs, 7 string refs); tests/shared/retrieval/router.test.ts (23 call refs, 5 string refs); tests/shared/retrieval/execute-retrieve.test.ts (1 call refs, 0 string refs); tests/mcp/server-coverage.test.ts (0 call refs, 3 string refs); tests/mcp/server.test.ts (0 call refs, 1 string refs)",32,56,high,Same-file references detected; private helper usage is present. String-based references detected; check dynamic dispatch/config wiring.,,,4,1,36,
Solution,findSymbolDefinition,ts,src/shared/retrieval/symbol-search.ts,26,export async function findSymbolDefinition(,public,Direct,"src/shared/retrieval/router.ts (2 call refs, 0 string refs); tests/shared/retrieval/symbol-search.test.ts (8 call refs, 1 string refs)",10,1,high,Cross-file references detected; review for external wiring. String-based references detected; check dynamic dispatch/config wiring.,,,0,0,10,
Solution,embed,ts,src/shared/retrieval/vector-client.ts,43,export async function embed(text: string): Promise<number[]> {,public,Direct,"index_repo.py (2 call refs, 0 string refs); search_repo.py (2 call refs, 0 string refs); src/llm/mistake-tracker.js (1 call refs, 0 string refs); src/llm/embeddings.js (3 call refs, 0 string refs); src/llm/experience-db.js (1 call refs, 0 string refs); src/llm/prompt-generator.js (2 call refs, 0 string refs); tests/agents/tools/vector-client.test.ts (6 call refs, 1 string refs); tests/shared/retrieval/symbol-search.test.ts (0 call refs, 3 string refs); tests/shared/retrieval/vector-client.test.ts (8 call refs, 1 string refs); tests/llm/embeddings-coverage.test.js (3 call refs, 0 string refs)",28,5,high,Same-file references detected; private helper usage is present. String-based references detected; check dynamic dispatch/config wiring.,,,6,0,34,
Solution,vectorSearch,ts,src/shared/retrieval/vector-client.ts,95,export async function vectorSearch(,public,Direct,"src/agents/tools/vector-search.ts (2 call refs, 0 string refs); src/shared/retrieval/router.ts (3 call refs, 0 string refs); src/mcp/tool-handlers.ts (2 call refs, 0 string refs); tests/agents/tools/vector-client.test.ts (11 call refs, 1 string refs); tests/shared/retrieval/format.test.ts (1 call refs, 1 string refs); tests/shared/retrieval/vector-client.test.ts (12 call refs, 1 string refs); tests/mcp/tool-handlers.test.ts (0 call refs, 2 string refs)",31,5,high,Same-file references detected; private helper usage is present. String-based references detected; check dynamic dispatch/config wiring.,,,3,0,34,
Solution,resolveSafePath,ts,src/shared/security/safe-path.ts,4,"export function resolveSafePath(inputPath: string, root: string): string {",public,Direct,"src/agents/tools/read-file.ts (2 call refs, 0 string refs); src/shared/retrieval/router.ts (2 call refs, 0 string refs); tests/shared/security/safe-path.test.ts (20 call refs, 1 string refs)",24,1,high,Cross-file references detected; review for external wiring. String-based references detected; check dynamic dispatch/config wiring.,,,0,0,24,
Solution,normalizeLogger,js,src/startup-bootstrap.js,8,function normalizeLogger(logger) {,internal,Direct,,0,0,medium,Same-file references detected; private helper usage is present.,,,1,0,1,
Solution,initializeStartupBootstrap,js,src/startup-bootstrap.js,21,export function initializeStartupBootstrap(logger = noopLogger) {,public,Direct,"vscode-extension/extension.js (2 call refs, 0 string refs); tests/startup-bootstrap.coverage.test.js (7 call refs, 0 string refs); tests/startup-bootstrap.test.js (3 call refs, 0 string refs)",12,0,high,Cross-file references detected; review for external wiring.,,,0,0,12,
Solution,initializePluginsForStartup,js,src/startup-plugins.js,5,export async function initializePluginsForStartup() {,public,Direct,"src/daemon/daemon-runner.js (2 call refs, 0 string refs); tests/startup-plugins.coverage.test.js (5 call refs, 0 string refs); tests/startup-plugins.test.js (3 call refs, 0 string refs)",10,0,high,Same-file references detected; private helper usage is present.,,,1,0,11,
Solution,runMigrations,ts,src/storage/run-migrations.ts,18,export async function runMigrations(databaseUrl: string): Promise<void> {,public,Direct,"tests/storage/run-migrations.test.ts (7 call refs, 1 string refs)",7,1,high,Same-file references detected; private helper usage is present. String-based references detected; check dynamic dispatch/config wiring.,,,1,0,8,
Solution,appBaseDir,js,src/storage/storage-monitor.js,43,export function appBaseDir(baseDir) {,public,Direct,"src/llm/experience-db.js (2 call refs, 0 string refs); src/llm/document-ingester.js (2 call refs, 0 string refs); tests/llm/experience-db-100-coverage.test.js (1 call refs, 0 string refs); tests/storage/storage-monitor.test.js (1 call refs, 0 string refs)",6,0,high,Same-file references detected; private helper usage is present.,,,2,0,8,
Solution,dateKey,js,src/storage/storage-monitor.js,49,export function dateKey(ts) {,public,Direct,,0,0,high,Same-file references detected; private helper usage is present.,,,1,0,1,
Solution,normalizeExt,js,src/storage/storage-monitor.js,53,function normalizeExt(filePath) {,internal,Direct,,0,0,medium,Same-file references detected; private helper usage is present.,,,3,0,3,
Solution,isTrackedExtension,js,src/storage/storage-monitor.js,57,function isTrackedExtension(filePath) {,internal,Direct,,0,0,medium,Same-file references detected; private helper usage is present.,,,1,0,1,
Solution,isIngestible,js,src/storage/storage-monitor.js,61,function isIngestible(filePath) {,internal,Direct,,0,0,medium,Same-file references detected; private helper usage is present.,,,3,0,3,
Solution,isWindowsSkipped,js,src/storage/storage-monitor.js,65,function isWindowsSkipped(filePath) {,internal,Direct,"tests/storage/storage-monitor-coverage2.test.js (1 call refs, 0 string refs)",1,0,medium,Same-file references detected; private helper usage is present.,,,3,0,4,
Solution,exists,js,src/storage/storage-monitor.js,75,export async function exists(filePath) {,public,Direct,"src/plugin-browser-registry.js (1 call refs, 0 string refs); src/scheduler.js (2 call refs, 0 string refs); src/browser-bridge.js (9 call refs, 0 string refs); src/internal/paths.js (3 call refs, 0 string refs); src/internal/config.js (2 call refs, 0 string refs); src/__tests__/capture-pipeline.integration.test.js (1 call refs, 0 string refs); src/llm/document-ingester.js (3 call refs, 0 string refs); src/accounts/profile-manager.js (3 call refs, 0 string refs); src/accounts/health.js (3 call refs, 0 string refs); tests/sprint53-cross-surface.test.js (2 call refs, 0 string refs); tests/sprint42-smoke.test.js (1 call refs, 0 string refs); tests/sprint56-human-tester-3.test.js (3 call refs, 0 string refs); tests/sprint55-reconciliation.test.js (7 call refs, 0 string refs); tests/sprint58-human-tester-5.test.js (1 call refs, 0 string refs); tests/profile-manager.test.js (1 call refs, 0 string refs)",73,2,high,Same-file references detected; private helper usage is present. String-based references detected; check dynamic dispatch/config wiring.,,,1,0,74,
Solution,readJson,js,src/storage/storage-monitor.js,84,"async function readJson(filePath, fallback) {",internal,Direct,"src/llm/experience-db.js (2 call refs, 0 string refs); src/llm/document-ingester.js (2 call refs, 0 string refs)",4,0,medium,Same-file references detected; private helper usage is present.,,,2,0,6,
Solution,atomicWriteJson,js,src/storage/storage-monitor.js,93,"async function atomicWriteJson(filePath, value) {",internal,Direct,,0,0,medium,Same-file references detected; private helper usage is present.,,,2,0,2,
Solution,fileSize,js,src/storage/storage-monitor.js,110,async function fileSize(filePath) {,internal,Direct,"tests/storage/storage-monitor-coverage.test.js (2 call refs, 0 string refs)",2,0,medium,Same-file references detected; private helper usage is present.,,,2,0,4,
Solution,normalizeStoragePath,js,src/storage/storage-monitor.js,119,function normalizeStoragePath(entry) {,internal,Direct,"tests/storage/storage-monitor-coverage.test.js (2 call refs, 0 string refs)",2,0,medium,Same-file references detected; private helper usage is present.,,,1,0,3,
Solution,ignored,js,src/storage/storage-monitor.js,357,const ignored = (filePath) => {,internal,Direct,"tests/lockcoverage.test.js (1 call refs, 0 string refs); tests/llm-cli-commands.test.js (0 call refs, 1 string refs); tests/policies/sensitive-task-rules-coverage.test.ts (1 call refs, 0 string refs); tests/llm/knowledge-graph-coverage.test.js (1 call refs, 0 string refs); tests/storage/storage-monitor-coverage.test.js (7 call refs, 1 string refs); tests/storage/storage-monitor.test.js (0 call refs, 1 string refs); tests/storage/storage-monitor-coverage2.test.js (8 call refs, 0 string refs)",18,3,medium,Same-file references detected; private helper usage is present. String-based references detected; check dynamic dispatch/config wiring.,,,1,0,19,
Solution,labelFor,js,src/storage/storage-monitor.js,381,const labelFor = (filePath) => {,internal,Direct,"tests/storage/storage-monitor-coverage2.test.js (4 call refs, 0 string refs)",4,0,medium,Same-file references detected; private helper usage is present.,,,1,0,5,
Solution,storagePaths,js,src/storage/storage-monitor.js,409,export function storagePaths() {,public,Direct,"tests/storage/storage-monitor-coverage.test.js (3 call refs, 0 string refs); tests/storage/storage-monitor.test.js (2 call refs, 0 string refs)",5,0,high,Same-file references detected; private helper usage is present.,,,8,0,13,
Solution,normalizeMaxAgeMinutes,js,src/storage/storageStatus.js,11,function normalizeMaxAgeMinutes(value) {,internal,Direct,,0,0,medium,Same-file references detected; private helper usage is present.,,,1,0,1,
Solution,getStorageMonitorStatus,js,src/storage/storageStatus.js,19,export async function getStorageMonitorStatus(config = {}) {,public,Direct,"src/system/systemHealth.js (2 call refs, 0 string refs); tests/storage/storageStatus.test.js (8 call refs, 1 string refs); tests/system/systemHealth.test.js (0 call refs, 1 string refs)",10,2,high,Cross-file references detected; review for external wiring. String-based references detected; check dynamic dispatch/config wiring.,,,0,0,10,
Solution,isTestFile,ts,src/storage/symbol-extractor.ts,23,function isTestFile(fileName: string): boolean {,internal,"Handler, Test",,0,0,high,Same-file references detected; private helper usage is present.,,,1,0,1,
Solution,isDeclarationFile,ts,src/storage/symbol-extractor.ts,27,function isDeclarationFile(fileName: string): boolean {,internal,"Handler, Test",,0,0,high,Same-file references detected; private helper usage is present.,,,1,0,1,
Solution,shouldIncludeFile,ts,src/storage/symbol-extractor.ts,35,"function shouldIncludeFile(entry: string, fullPath: string): boolean {",internal,"Handler, Test",,0,0,high,Same-file references detected; private helper usage is present.,,,1,0,1,
Solution,walkSourceFiles,ts,src/storage/symbol-extractor.ts,47,export function walkSourceFiles(rootDir: string = PROJECT_ROOT): string[] {,public,"Handler, Test","src/storage/symbol-indexer.ts (2 call refs, 0 string refs); tests/storage/symbol-extractor.test.ts (11 call refs, 1 string refs)",13,1,high,Cross-file references detected; review for external wiring. String-based references detected; check dynamic dispatch/config wiring.,,,0,0,13,
Solution,walk,ts,src/storage/symbol-extractor.ts,51,function walk(dir: string): void {,internal,"Handler, Test","index_repo.py (1 call refs, 0 string refs); src/shared/retrieval/graph-state.ts (3 call refs, 0 string refs)",4,0,high,Same-file references detected; private helper usage is present.,,,3,0,7,
Solution,scriptKindForFile,ts,src/storage/symbol-extractor.ts,99,function scriptKindForFile(filePath: string): ts.ScriptKind {,internal,"Handler, Test",,0,0,high,Same-file references detected; private helper usage is present.,,,1,0,1,
Solution,lineOf,ts,src/storage/symbol-extractor.ts,106,"function lineOf(sourceFile: ts.SourceFile, pos: number): number {",internal,"Handler, Test","src/shared/retrieval/graph-builder.ts (4 call refs, 0 string refs)",4,0,high,Same-file references detected; private helper usage is present.,,,2,0,6,
Solution,firstLineOfText,ts,src/storage/symbol-extractor.ts,110,function firstLineOfText(text: string): string {,internal,"Handler, Test","src/shared/retrieval/graph-builder.ts (2 call refs, 0 string refs)",2,0,high,Same-file references detected; private helper usage is present.,,,1,0,3,
Solution,findVariableDeclaration,ts,src/storage/symbol-extractor.ts,120,function findVariableDeclaration(,internal,"Handler, Test",,0,0,high,Same-file references detected; private helper usage is present.,,,1,0,1,
Solution,findTopLevelDeclaration,ts,src/storage/symbol-extractor.ts,136,function findTopLevelDeclaration(,internal,"Handler, Test",,0,0,high,Same-file references detected; private helper usage is present.,,,1,0,1,
Solution,handleFunction,ts,src/storage/symbol-extractor.ts,159,function handleFunction(,internal,"Handler, Test",,0,0,high,Same-file references detected; private helper usage is present.,,,1,0,1,
Solution,handleClass,ts,src/storage/symbol-extractor.ts,169,"function handleClass(node: ts.ClassDeclaration, addSymbol: AddSymbolFn): void {",internal,"Handler, Test",,0,0,high,Same-file references detected; private helper usage is present.,,,1,0,1,
Solution,handleInterface,ts,src/storage/symbol-extractor.ts,186,function handleInterface(,internal,"Handler, Test",,0,0,high,Same-file references detected; private helper usage is present.,,,1,0,1,
Solution,handleTypeAlias,ts,src/storage/symbol-extractor.ts,194,function handleTypeAlias(,internal,"Handler, Test",,0,0,high,Same-file references detected; private helper usage is present.,,,1,0,1,
Solution,handleEnum,ts,src/storage/symbol-extractor.ts,202,"function handleEnum(node: ts.EnumDeclaration, addSymbol: AddSymbolFn): void {",internal,"Handler, Test",,0,0,high,Same-file references detected; private helper usage is present.,,,1,0,1,
Solution,extractObjectLiteralMethods,ts,src/storage/symbol-extractor.ts,211,function extractObjectLiteralMethods(,internal,"Handler, Test",,0,0,high,Same-file references detected; private helper usage is present.,,,1,0,1,
Solution,handleExportedVariable,ts,src/storage/symbol-extractor.ts,232,function handleExportedVariable(,internal,"Handler, Test",,0,0,high,Same-file references detected; private helper usage is present.,,,1,0,1,
Solution,handleExportAssignment,ts,src/storage/symbol-extractor.ts,258,function handleExportAssignment(,internal,"Handler, Test",,0,0,high,Same-file references detected; private helper usage is present.,,,1,0,1,
Solution,extractSymbolsFromFile,ts,src/storage/symbol-extractor.ts,290,export function extractSymbolsFromFile(,public,"Handler, Test","src/storage/symbol-indexer.ts (2 call refs, 0 string refs); tests/storage/symbol-extractor.test.ts (26 call refs, 1 string refs)",28,1,high,Cross-file references detected; review for external wiring. String-based references detected; check dynamic dispatch/config wiring.,,,0,0,28,
Solution,addSymbol,ts,src/storage/symbol-extractor.ts,311,"function addSymbol(name: string, kind: string, node: ts.Node): void {",internal,"Handler, Test",,0,0,high,Same-file references detected; private helper usage is present.,,,29,0,29,
Solution,visit,ts,src/storage/symbol-extractor.ts,325,function visit(node: ts.Node): void {,internal,"Handler, Test","src/shared/retrieval/graph-builder.ts (2 call refs, 0 string refs)",2,0,high,Same-file references detected; private helper usage is present.,,,2,0,4,
Solution,insertChunk,ts,src/storage/symbol-indexer.ts,17,async function insertChunk(,internal,Direct,,0,0,medium,Same-file references detected; private helper usage is present.,,,1,0,1,
Solution,indexSymbols,ts,src/storage/symbol-indexer.ts,61,export async function indexSymbols(,public,Direct,"src/storage/run-indexer.ts (2 call refs, 0 string refs); tests/storage/symbol-indexer.integration.test.ts (6 call refs, 0 string refs); tests/storage/symbol-indexer.test.ts (10 call refs, 1 string refs)",18,1,high,Cross-file references detected; review for external wiring. String-based references detected; check dynamic dispatch/config wiring.,,,0,0,18,
Solution,homeDir,js,src/storage/vscode-learn-utils.js,42,function homeDir() {,internal,Test,"src/browser-bridge.js (3 call refs, 0 string refs); src/internal/config.js (2 call refs, 0 string refs); src/ai-memory/memory-db.js (2 call refs, 0 string refs); tests/browser-bridge.coverage-additions3.test.js (2 call refs, 0 string refs)",9,0,medium,Same-file references detected; private helper usage is present.,,,1,0,10,
Solution,defaultStagedSignalsDir,js,src/storage/vscode-learn-utils.js,46,export function defaultStagedSignalsDir(config) {,public,Test,"src/commands/llm.js (1 call refs, 0 string refs); vscode-extension/collector.js (1 call refs, 0 string refs); tests/storage/vscode-learn-utils.test.js (6 call refs, 1 string refs)",8,1,high,Cross-file references detected; review for external wiring. String-based references detected; check dynamic dispatch/config wiring.,,,0,0,8,
Solution,trimChar,js,src/storage/vscode-learn-utils.js,57,"function trimChar(s, char) {",internal,Test,"src/test-runner.js (2 call refs, 0 string refs)",2,0,medium,Same-file references detected; private helper usage is present.,,,1,0,3,
Solution,sanitizeFilename,js,src/storage/vscode-learn-utils.js,65,export function sanitizeFilename(value) {,public,Test,"vscode-extension/collector.js (1 call refs, 0 string refs); tests/storage/vscode-learn-utils.test.js (9 call refs, 1 string refs)",10,1,high,Cross-file references detected; review for external wiring. String-based references detected; check dynamic dispatch/config wiring.,,,0,0,10,
Solution,fileTimestamp,js,src/storage/vscode-learn-utils.js,77,export function fileTimestamp() {,public,Test,"vscode-extension/collector.js (2 call refs, 0 string refs); tests/storage/vscode-learn-utils.test.js (1 call refs, 1 string refs)",3,1,high,Cross-file references detected; review for external wiring. String-based references detected; check dynamic dispatch/config wiring.,,,0,0,3,
Solution,isSecretPath,js,src/storage/vscode-learn-utils.js,81,export function isSecretPath(filePath) {,public,Test,"vscode-extension/collector.js (1 call refs, 0 string refs); tests/storage/vscode-learn-utils.test.js (14 call refs, 1 string refs)",15,1,high,Cross-file references detected; review for external wiring. String-based references detected; check dynamic dispatch/config wiring.,,,0,0,15,
Solution,isExcludedPath,js,src/storage/vscode-learn-utils.js,89,export function isExcludedPath(filePath) {,public,Test,"vscode-extension/collector.js (1 call refs, 0 string refs); tests/storage/vscode-learn-utils.test.js (9 call refs, 1 string refs)",10,1,high,Cross-file references detected; review for external wiring. String-based references detected; check dynamic dispatch/config wiring.,,,0,0,10,
Solution,isAllowedExtension,js,src/storage/vscode-learn-utils.js,97,"export function isAllowedExtension(filePath, allowedExtensions = null) {",public,Test,"vscode-extension/collector.js (2 call refs, 0 string refs); tests/storage/vscode-learn-utils.test.js (7 call refs, 1 string refs)",9,1,high,Cross-file references detected; review for external wiring. String-based references detected; check dynamic dispatch/config wiring.,,,0,0,9,
Solution,formatFrontmatter,js,src/storage/vscode-learn-utils.js,107,export function formatFrontmatter(data) {,public,Test,"vscode-extension/collector.js (1 call refs, 0 string refs); tests/storage/vscode-learn-utils.test.js (10 call refs, 1 string refs)",11,1,high,Cross-file references detected; review for external wiring. String-based references detected; check dynamic dispatch/config wiring.,,,0,0,11,
Solution,parseFrontmatter,js,src/storage/vscode-learn-utils.js,122,export function parseFrontmatter(raw) {,public,Test,"src/browser-bridge.js (1 call refs, 0 string refs); src/commands/llm.js (1 call refs, 0 string refs); src/llm/document-ingester.js (3 call refs, 0 string refs); vscode-extension/collector.js (1 call refs, 0 string refs); tests/storage/vscode-learn-utils.test.js (6 call refs, 1 string refs)",12,1,high,Cross-file references detected; review for external wiring. String-based references detected; check dynamic dispatch/config wiring.,,,0,0,12,
Solution,splitStagedSignalDocuments,js,src/storage/vscode-learn-utils.js,138,export function splitStagedSignalDocuments(raw) {,public,Test,"src/commands/llm.js (1 call refs, 0 string refs); vscode-extension/collector.js (1 call refs, 0 string refs); tests/storage/vscode-learn-utils.test.js (8 call refs, 1 string refs)",10,1,high,Cross-file references detected; review for external wiring. String-based references detected; check dynamic dispatch/config wiring.,,,0,0,10,
Solution,normalizeStatus,js,src/system/systemHealth.js,9,function normalizeStatus(value) {,internal,Direct,"src/agent-handoff.js (4 call refs, 0 string refs); tests/system/systemHealth.test.js (1 call refs, 0 string refs)",5,0,medium,Same-file references detected; private helper usage is present.,,,2,0,7,
Solution,deriveSubsystemStatus,js,src/system/systemHealth.js,16,export function deriveSubsystemStatus(parts) {,public,Direct,"tests/system/systemHealth.test.js (8 call refs, 0 string refs)",8,0,high,Same-file references detected; private helper usage is present.,,,2,0,10,
Solution,getAccountsHealth,js,src/system/systemHealth.js,31,export async function getAccountsHealth() {,public,Direct,,0,0,high,Same-file references detected; private helper usage is present.,,,1,0,1,
Solution,getLlmHealth,js,src/system/systemHealth.js,69,export async function getLlmHealth() {,public,Direct,,0,0,high,Same-file references detected; private helper usage is present.,,,1,0,1,
Solution,getMemoryDbHealth,js,src/system/systemHealth.js,79,export async function getMemoryDbHealth(dbPath) {,public,Direct,,0,0,high,Same-file references detected; private helper usage is present.,,,1,0,1,
Solution,getSystemHealth,js,src/system/systemHealth.js,108,"export async function getSystemHealth({ dbPath, config } = {}) {",public,Direct,"src/cli.js (3 call refs, 0 string refs); src/accounts/health.js (2 call refs, 0 string refs); tests/health.test.js (1 call refs, 0 string refs); tests/system/systemHealth.test.js (12 call refs, 0 string refs)",18,0,high,Cross-file references detected; review for external wiring.,,,0,0,18,
Solution,pathExists,js,src/test-runner.js,13,async function pathExists(filePath) {,test-only,CLI,"src/idea-store.js (4 call refs, 0 string refs); src/accounts/store.js (2 call refs, 0 string refs); tests/idea-store-extra-coverage.test.js (1 call refs, 0 string refs); tests/test-runner-branch-gaps.test.js (5 call refs, 0 string refs)",12,0,high,Same-file references detected; private helper usage is present.,,,8,0,20,
Solution,runProcess,js,src/test-runner.js,22,"async function runProcess(cmd, args, opts = {}) {",test-only,CLI,,0,0,high,Same-file references detected; private helper usage is present.,,,4,0,4,
Solution,detectPython,js,src/test-runner.js,44,export async function detectPython() {,test-only,CLI,"tests/test-runner-coverage.test.js (2 call refs, 0 string refs); tests/test-runner.test.js (1 call refs, 0 string refs); tests/test-runner-branch-gaps.test.js (1 call refs, 0 string refs)",4,0,high,Same-file references detected; private helper usage is present.,,,2,0,6,
Solution,detectRobotFramework,js,src/test-runner.js,63,"export async function detectRobotFramework(pythonCmd = ""python"") {",test-only,CLI,"tests/test-runner-coverage.test.js (2 call refs, 0 string refs); tests/test-runner.test.js (1 call refs, 0 string refs); tests/test-runner-branch-gaps.test.js (1 call refs, 0 string refs)",4,0,high,Same-file references detected; private helper usage is present.,,,2,0,6,
Solution,trimChar,js,src/test-runner.js,79,"function trimChar(s, char) {",test-only,CLI,"src/storage/vscode-learn-utils.js (2 call refs, 0 string refs)",2,0,high,Same-file references detected; private helper usage is present.,,,1,0,3,
Solution,toSnakeCase,js,src/test-runner.js,87,function toSnakeCase(name) {,test-only,CLI,,0,0,high,Same-file references detected; private helper usage is present.,,,1,0,1,
Solution,deriveRobotPath,js,src/test-runner.js,97,"function deriveRobotPath(srcFile, robotDir) {",test-only,CLI,,0,0,high,Same-file references detected; private helper usage is present.,,,2,0,2,
Solution,extractExportedNames,js,src/test-runner.js,102,function extractExportedNames(source) {,test-only,CLI,,0,0,high,Same-file references detected; private helper usage is present.,,,1,0,1,
Solution,atomicWrite,js,src/test-runner.js,117,"async function atomicWrite(filePath, content) {",test-only,CLI,,0,0,high,Same-file references detected; private helper usage is present.,,,1,0,1,
Solution,generateSkeletonRobotFile,js,src/test-runner.js,123,export async function generateSkeletonRobotFile(,test-only,CLI,"tests/test-runner-coverage.test.js (2 call refs, 0 string refs); tests/test-runner.test.js (2 call refs, 0 string refs); tests/test-runner-branch-gaps.test.js (1 call refs, 0 string refs)",5,0,high,Same-file references detected; private helper usage is present.,,,1,0,6,
Solution,enforceTdd,js,src/test-runner.js,151,export async function enforceTdd(,test-only,CLI,"tests/test-runner-coverage.test.js (1 call refs, 0 string refs); tests/test-runner-cli-coverage.test.js (2 call refs, 0 string refs); tests/test-runner.test.js (3 call refs, 0 string refs)",6,0,high,Same-file references detected; private helper usage is present.,,,1,0,7,
Solution,assertTddGate,js,src/test-runner.js,197,export async function assertTddGate(,test-only,CLI,"tests/test-runner-coverage.test.js (4 call refs, 0 string refs); tests/test-runner-cli-coverage.test.js (1 call refs, 0 string refs); tests/test-runner.test.js (1 call refs, 0 string refs); tests/test-runner-branch-gaps.test.js (1 call refs, 0 string refs)",7,0,high,Same-file references detected; private helper usage is present.,,,1,0,8,
Solution,parseRobotStats,js,src/test-runner.js,225,function parseRobotStats(xml) {,test-only,CLI,,0,0,high,Same-file references detected; private helper usage is present.,,,2,0,2,
Solution,isXmlWhitespace,js,src/test-runner.js,237,function isXmlWhitespace(ch) {,test-only,CLI,,0,0,high,Same-file references detected; private helper usage is present.,,,2,0,2,
Solution,findNextRobotError,js,src/test-runner.js,283,"function findNextRobotError(xml, lower, searchFrom) {",test-only,CLI,,0,0,high,Same-file references detected; private helper usage is present.,,,1,0,1,
Solution,parseRobotErrors,js,src/test-runner.js,329,function parseRobotErrors(xml) {,test-only,CLI,,0,0,high,Same-file references detected; private helper usage is present.,,,3,1,3,
